scat.rich.m	scat.vol.m	scat.het.m	env.rich.m	env.vol.m	env.het.m	sd.rich.m	sd.vol.m	sd.het.m	rp.rich.m	rp.vol.m	rp.het.m	full.rich.m	full.vol.m	full.het.m	obs.rich	obs.vol	obs.het
90.7	675.67508351	0.4242201462	63	901.07534519	0.3379765018	93.2	568.4177146	0.2113721211	115.4	600.76392692	0.2100715684	102.9	679.60108622	0.2437463626	139	678.071942446043	0.299990910780616
87.8	684.14280204	0.4255606411	69.7	833.61988664	0.3369729426	94.5	580.0457047	0.2164427165	117.3	603.00485291	0.2137806209	112.4	672.88668305	0.2456780693	133	722.195488721805	0.281118206616894
84.9	703.5647977	0.4254077626	100	713.05683314	0.3286564561	96.7	584.39281551	0.2167226941	119.7	604.65726869	0.2154350924	129.3	638.1513645	0.2428394543	135	718.125925925926	0.275183628084325
91.1	679.7990153	0.4246619997	87	777.04669353	0.3255984206	97.3	593.93121987	0.2171004242	122.1	612.76573361	0.2197852293	133.1	641.35544155	0.2442299407	141	703.340425531915	0.272680969636762
90.8	692.62485439	0.4255781745	98.6	742.02467882	0.3221107566	98.2	609.00321283	0.2252043261	125.3	622.87371442	0.230690868	142.6	634.01277346	0.2467256374	141	709.234042553191	0.262904070551312
85.2	676.54782231	0.4255304038	110.2	695.37280481	0.3085991584	100.4	616.9314561	0.2308953771	125.1	632.69494219	0.2306637138	148.7	625.24832389	0.2468899678	145	701.979310344828	0.265712367218886
91.7	694.82576303	0.4254368318	114.3	688.89712333	0.3141971915	101.6	626.97163902	0.2321499579	129.1	638.39066995	0.234299395	150.5	633.38310511	0.244543067	147	688.768707482993	0.262494676320881
90.2	692.72407402	0.4235668746	113.7	702.47879391	0.3256637512	103.6	634.15502122	0.2413363926	129.8	650.05160773	0.2461749349	151.3	642.31742116	0.2437426235	151	669.761589403974	0.262961439511019
90.7	670.18008925	0.4228471556	112.2	710.57333717	0.3191028092	107.9	637.92389434	0.2456188556	130.6	658.4150665	0.24988008	152.8	653.10651833	0.248929562	143	674.972027972028	0.26998188341277
91.3	694.28189261	0.4259001695	103.1	727.89701904	0.3214816339	109.7	648.1772946	0.2553599349	134.9	661.79689929	0.2606034926	153	668.60181392	0.2619238355	137	703.978102189781	0.277691614539899
87.5	678.13610258	0.4231142977	104.5	743.16150247	0.315603432	110.1	660.71954491	0.2571833819	137.7	666.92425944	0.259912755	153.9	679.01907755	0.2800962179	135	717.074074074074	0.297225386631375
90	680.87648794	0.4252182316	100.1	787.63146615	0.3171895381	108.5	675.71522255	0.2580080379	140.4	667.52790067	0.2646525995	149.3	703.71548038	0.3041483159	136	703.602941176471	0.343816320662142
89.3	675.78113014	0.4226608723	106.2	746.07634354	0.3073504641	108.3	683.28731554	0.260111229	144.9	669.94272637	0.2753233208	154	707.30386236	0.3312570251	125	734.232	0.354848065141378
85.8	691.37317057	0.4233945282	138	667.48474821	0.3201715052	110.5	689.01978527	0.2687106728	149.4	667.53478024	0.2819925879	161.2	698.63378567	0.336085345	111	752.711711711712	0.358982192458032
88.9	684.75473405	0.4223348904	143.8	635.50486108	0.2978849467	112.7	698.60850624	0.2752735218	154	663.64787512	0.2822121121	166.7	683.23058411	0.3294432617	108	740.009259259259	0.366732218284055
86.4	690.58281997	0.4246596042	141.6	652.28210236	0.2979764116	112.4	710.19032165	0.2789316393	158.2	659.29851722	0.2813882854	176.1	664.23722146	0.3142923908	109	695.119266055046	0.367240858416046
87.5	688.05121279	0.4228354842	139.7	637.27017194	0.2755952495	115.5	712.38945262	0.2864895521	165.4	650.99560635	0.2818162738	181.1	645.63085582	0.282013352	114	626.219298245614	0.309898424044422
87.7	701.21861969	0.426539884	178.3	537.70181468	0.2843523637	116.2	718.44483686	0.2890628374	169.8	641.1556988	0.2784659867	196	608.21133126	0.26141624	122	595.229508196721	0.245931962076995
88.1	661.65286686	0.4229711904	175	508.51672881	0.2487933388	116.7	722.87481109	0.2933363338	173.2	633.77627902	0.2781639939	201.5	582.33773808	0.2388119203	121	541.900826446281	0.175790221609287
88.4	684.95256857	0.4251209971	191.4	504.36752105	0.2555131181	118.9	730.93393421	0.3013681512	178.8	620.38270757	0.2759127097	206	570.49694205	0.2197565779	128	518.78125	0.117400438216979
88.3	701.76822765	0.4251491567	167.6	503.00114931	0.2253222044	122.4	731.89649265	0.3095515619	177.3	623.3153813	0.2732427585	211.6	550.6864837	0.2047570962	132	494.492424242424	0.103266542475109
86.4	701.9283367	0.4248139518	169.7	510.28246251	0.2291917239	122.6	741.47579626	0.3126511414	179.9	620.39912943	0.2751778733	210.8	544.47959091	0.1930858495	142	476.718309859155	0.118570721043497
89.9	668.38734979	0.4234925315	167.4	508.92668763	0.2405500802	124.8	732.14564496	0.310867259	179.8	623.07848525	0.2748909422	212.5	542.24190752	0.1906812702	151	467.165562913907	0.125901387423505
84.2	700.88927373	0.4242613171	174.7	507.77238639	0.2449258435	124.8	738.64662368	0.3100638812	178.3	624.72313121	0.2754725411	208.8	548.86605864	0.1889534904	165	458.175757575758	0.168044692350799
88.7	659.34459606	0.4240874458	175.4	517.80087026	0.2538029363	125.3	742.24067967	0.3169150872	172.3	639.44052459	0.2757175481	207	555.3682581	0.1830744866	172	465.186046511628	0.197145241649457
88.4	694.02150953	0.4252007511	184.7	513.81700612	0.2627807334	124.4	752.90639027	0.3183082511	166	655.36576815	0.2799422665	202.4	572.02367586	0.1890792046	178	495.511235955056	0.245418036845454
88.2	694.65693757	0.4255872814	175.6	545.49000492	0.2848411584	125.4	750.89375722	0.319492033	155.2	680.20478696	0.2802268714	191.1	605.18373626	0.1989461597	163	600.901840490798	0.321846953729731
82.9	693.57966614	0.4246132778	130.1	666.37458715	0.2622307505	126.6	748.78029988	0.3200217818	149.2	692.09873721	0.2790730149	170.9	667.15010167	0.2112351935	137	706.832116788321	0.376276796488254
86.3	696.17826892	0.4261098464	129.2	674.08910569	0.2857063753	125.8	755.23775118	0.3246737271	140.2	712.76342316	0.2795230675	152.1	726.2594444	0.2329912221	123	771.569105691057	0.350757203868355
91.2	692.64999609	0.4250269407	116.6	728.90960752	0.2950812487	126	749.47556028	0.3190319422	131.4	742.06368825	0.2875206788	137.5	778.705489	0.2586850248	109	843.045871559633	0.306453085642228
90.2	695.10877926	0.4263388796	103.4	778.8962827	0.3058179927	126.8	745.17768699	0.3167268752	122.5	766.03812841	0.2897743407	120.9	840.45540154	0.2921742081	101	878.633663366337	0.287939816727567
88	687.46718715	0.4255768326	85.1	844.11256565	0.3157882822	124.9	741.05539922	0.3073463337	115.7	794.80975795	0.2995677979	104.6	902.70145798	0.3212921054	93	906.430107526882	0.269350269467739
83.9	706.62392231	0.4238729809	72.9	902.83894202	0.324151598	123.9	738.07097236	0.3037827079	109.6	810.88007809	0.2990350718	95.1	931.74820099	0.3333169393	87	932.32183908046	0.256700688943634
89.6	667.33868276	0.4235639223	78.5	873.61023868	0.3467829576	121.1	746.13035095	0.2983849977	102.1	836.70607345	0.2992225648	90.8	940.72162798	0.3386422492	74	944.581081081081	0.255276692320762
90.7	691.1638688	0.4250967797	70	894.34206144	0.3579548058	119.8	740.74166379	0.2951314905	93.7	865.11030655	0.2979374791	84.6	950.43708551	0.3404711202	73	916.232876712329	0.294816945729246
86.7	691.12082036	0.4254413813	56.1	924.32735765	0.3997834868	117.8	733.57026322	0.2889928767	87.1	882.48107628	0.2976243117	76.7	952.63874038	0.3406135243	58	932.551724137931	0.314038343170175
85.5	686.84157959	0.4248461038	59.8	869.14166843	0.4209407986	116	730.22717886	0.2869429071	83.3	892.12859856	0.2941269495	70.2	942.26385381	0.3472401528	55	931.127272727273	0.320729344516973
87.6	672.07395751	0.42463123	59	865.36369163	0.4419631665	112.7	732.31980477	0.2822849375	77.2	911.55382214	0.2992128028	65.8	960.33827594	0.3619263705	46	888.239130434783	0.331437884285168
88.4	687.38056564	0.4250263637	63.6	814.43412279	0.4611395044	109.8	726.58408532	0.2746276076	73.3	904.8950247	0.2922539878	61.1	950.22013602	0.3683462398	41	829.682926829268	0.344815321471069
91.6	671.70229838	0.4241671975	74.3	756.80527319	0.4524741051	105.3	728.54154303	0.2707354911	68.3	920.18335833	0.2929055422	58.4	932.54334507	0.3784308973	37	755.378378378378	0.370952896091948
92.7	671.88819441	0.4254899781	74.3	742.15310299	0.4482856739	102.9	720.12500797	0.2630462655	63.1	948.50235975	0.2986520715	55.2	934.07972907	0.3872735546	28	748.785714285714	0.384013427009318
88.6	676.61616801	0.4243641202	57.9	786.09051087	0.4825792093	101.7	717.68367721	0.2611819136	59.2	970.58115849	0.2998567715	46.5	965.7836158	0.4000197717	23	851.217391304348	0.392098080617335
87.6	692.02703533	0.4254824204	55.3	740.93246513	0.4983734479	97.8	714.40274477	0.2573674866	54.6	989.84641325	0.2944625674	42.4	961.46967741	0.4045675745	14	793	0.270317205510394
84.4	689.29845455	0.422334251	53.3	734.8957404	0.492291564	93	721.99157486	0.2428448799	50.5	1005.37284473	0.2865477197	37.3	952.44461457	0.3994536164	11	572.909090909091	0.152412037376092
92.6	687.45436257	0.4262313148	33.4	748.65243071	0.4991047344	88.4	726.09224552	0.2297927324	47.4	1007.36776361	0.2839183652	28.9	984.05856816	0.3926721881	10	590.7	0.132353649537558
91.5	682.41728979	0.4227856276	56.2	635.84910584	0.4556453919	83.9	731.69184026	0.2316291472	44.7	1018.56534541	0.2923585583	27	975.94932574	0.3819509167	11	615.636363636364	0.115964374345168
90.4	670.87649013	0.4253917876	32.1	697.88081537	0.4872834959	80.4	736.93366799	0.2276005848	39.7	1040.45382855	0.2939429798	22.2	940.94374216	0.3656003693	11	615.636363636364	0.118631392131553
90.4	650.36673048	0.4208298423	24.8	719.80941794	0.4776414462	75.7	745.65132756	0.2162423842	36.6	1045.53386286	0.2890058064	18.7	906.06124614	0.3218138917	13	561.846153846154	0.180125443622542
91.7	695.72015501	0.4242418464	28.9	637.69470972	0.4504172917	70.8	755.3671427	0.2129174059	32.6	1067.27822524	0.3009462869	16.6	822.81354861	0.2683255839	13	561.846153846154	0.180212266382581
88.3	687.32922165	0.4250263735	42.2	542.68456654	0.3647846384	63.7	780.02300647	0.2093144429	29.9	1090.89455666	0.3103218633	15.7	801.32110302	0.2793838094	13	533.384615384615	0.121200600899619
91.5	691.94503785	0.4251116317	138.6	563.8854947	0.363872971	38.3	625.30206768	0.0620140588	55.8	543.56319588	0.0427063957	80.9	400.87394781	0.1296720192	101	543.455445544554	0.316026901617191
90	689.45862819	0.4260834391	125.5	489.23339552	0.2929978247	42.7	591.37485412	0.0627145743	64.8	512.40295383	0.0607372391	91.3	381.89586082	0.1477431654	86	518.558139534884	0.253016298413181
87.8	680.60757317	0.4247553547	103.5	542.18541304	0.3057487723	47.8	571.11200893	0.0741893853	69.6	507.76490392	0.0750629151	90.6	396.51645287	0.1586558697	80	573.1875	0.248403341889811
87.2	707.69595184	0.4269145421	105.8	573.89564243	0.3108122704	53.3	548.79938882	0.0869870512	75.1	504.91883737	0.0927212046	91	411.6710388	0.1722918407	79	608	0.260509972183819
87.2	695.30145297	0.4234349678	90.8	602.86850858	0.3189554035	56.8	539.98552365	0.1003325867	79.3	506.6639216	0.1117619772	87.1	444.41124683	0.1907874337	82	606.378048780488	0.256886107453934
87.8	674.68035577	0.4238228871	90	603.21159782	0.3140439666	59.4	541.45286896	0.1039988135	84.3	513.31472112	0.126577895	87	467.91831373	0.2202927771	81	613.185185185185	0.255357971436198
90	687.78486593	0.4247716686	102.3	609.34752872	0.3320805793	63.9	534.24172695	0.1136977304	85.3	529.98473688	0.1298368021	88.6	497.42848723	0.2538254999	106	613.245283018868	0.298588484576774
86.8	710.21718909	0.4259849532	79.8	728.41375297	0.3792107983	67.6	542.50528599	0.122280399	87.5	539.76346662	0.1328097054	82.4	537.9362857	0.2525050859	134	595.753731343284	0.315734271435109
89.8	687.50962121	0.4248893759	62.8	787.35740901	0.3806063291	70.3	539.57517966	0.1306233032	91.4	545.67409331	0.1405427892	77.6	576.84541469	0.2608195526	127	622.03937007874	0.31574551096633
86.7	677.23172831	0.4258469023	52.8	817.82675217	0.3923562297	72.7	553.80333288	0.1433398835	94	557.88656083	0.1414319753	76.9	605.3382244	0.2615609841	114	647.815789473684	0.286527481280218
88.8	673.53229039	0.4224454565	59.8	792.92239568	0.3758699069	77.4	556.52032933	0.1636354302	98.4	559.8601279	0.151476972	83.1	598.83298573	0.2743850273	101	683.762376237624	0.298443053486004
93.1	684.87437842	0.4245109837	65.6	774.14068669	0.3695552276	82.2	549.54859632	0.1810378521	102	568.23193016	0.1711895827	88.6	620.17722497	0.294020207	97	655.247422680412	0.274647307395776
87.7	682.20633175	0.4253819114	69.8	775.35060165	0.3561980314	85	562.68633133	0.1983004479	105.5	574.25532447	0.1758183835	97	627.51673733	0.2988054547	110	664.963636363636	0.292925516671565
87.3	689.00790372	0.4261264768	74.9	774.0140833	0.3827648281	87.7	560.23066351	0.2066216	110.5	577.31656072	0.1931031507	102.4	637.65296049	0.2801178952	123	678.065040650407	0.295193876563893
83.3	687.83697814	0.4244676708	82.9	758.93096618	0.3514926004	90	565.68262502	0.1997399594	114	585.55558185	0.1995112736	106.8	643.55592613	0.2571603235	137	661.912408759124	0.286626282154972
87.4	704.47527617	0.4267643005	71.8	838.16596627	0.3354613823	92.1	572.96720937	0.2070782252	115.9	591.47234534	0.2032893073	105.9	670.07105054	0.2436199649	139	686.474820143885	0.284137807431914
85.9	677.73197099	0.4236326372	42.6	1060.4051093	0.3517808796	93.6	581.1048253	0.2152995873	116.7	602.67517405	0.2081950491	87.2	776.01515297	0.2538300955	141	694.716312056738	0.27858845178662
90	683.9374322	0.4247964654	95.1	727.34152308	0.3419738133	97	579.8405608	0.222790047	121	605.74077913	0.2165563962	128.2	637.858015	0.2368089784	141	704.078014184397	0.279474449383613
85.3	679.97470377	0.4220068166	83.1	798.52709067	0.3349871239	96.8	594.9227312	0.2243395253	122.8	609.89566268	0.2199695837	136.2	632.13745198	0.2398128728	146	680.952054794521	0.271501789169019
88.9	674.7074399	0.4249477489	98.8	735.35399837	0.329867324	98.5	605.98355311	0.2291311163	123.6	623.70910579	0.2222714288	146.6	623.68597065	0.2363422201	145	691.08275862069	0.260533806849999
87.6	687.17727299	0.4239446501	111.3	705.53165998	0.3186940688	100.7	612.92221423	0.2286686067	125.4	633.57600249	0.2308868862	152.7	620.99442784	0.2423241439	147	696.278911564626	0.264470394207448
91.7	683.00194478	0.4246453811	113.8	696.05076238	0.3184595494	102.5	618.71899692	0.2304843631	127.4	637.70240918	0.2281233865	151.3	628.72828213	0.2370106001	143	698.902097902098	0.256676203955146
85.4	699.53479113	0.4254556938	111.3	712.96681918	0.3153665627	105.4	635.79672047	0.2463703153	130.6	643.15149327	0.2457783989	152.4	642.71008706	0.2405508723	151	676.344370860927	0.26164496405473
95.4	674.92415003	0.4231025771	116.9	696.36737693	0.3240302278	106.7	642.83221438	0.2514145412	131.5	654.95451135	0.2501931948	154.1	647.77865745	0.2457316076	151	673.622516556291	0.276101768352291
89.8	697.40004431	0.4275062647	96.5	803.16436903	0.3278401537	108.8	643.9775297	0.254351016	135.7	662.17360792	0.2598728516	148.7	681.56061946	0.2542924022	142	699.62676056338	0.277689864888902
85.3	708.79743292	0.4241384033	100.6	787.88908276	0.3262337	109.3	655.96584238	0.2516938998	137.4	665.15319285	0.2663154819	147.2	691.66076124	0.2642093488	138	714.594202898551	0.290113779069917
89.2	712.08086133	0.4253951696	106.5	735.93298454	0.3236245599	110.5	667.51330766	0.263899839	142	663.85953767	0.2690370135	152.6	691.8415825	0.3005847183	136	707.044117647059	0.319761575565378
87.4	668.26297789	0.4239568841	139.3	683.74170302	0.3321747153	111.3	676.37442673	0.2652850807	145	664.96586957	0.2730288265	158.8	693.20830549	0.3306201395	127	732.125984251968	0.338579978594209
91.2	703.97800553	0.4247215879	121.6	722.9839922	0.3165623449	112	688.39123532	0.2704135464	151.4	657.57741151	0.2856723783	153.1	713.63353428	0.3187449181	119	735.151260504202	0.349828742442139
90.5	685.4019469	0.4238020679	131.5	693.74539436	0.3112091276	112	699.80154963	0.2734503866	154.2	660.85417585	0.2808318423	161.7	696.1593092	0.3255201619	119	720.991596638655	0.360473716366812
89.5	671.80374646	0.4234992752	135.8	658.01069734	0.3015726752	113.1	706.10047	0.2793035353	161.4	647.35037208	0.281916351	170.9	673.33957686	0.3229622076	112	706.785714285714	0.362020210732493
89.3	690.90969335	0.4241419254	141.5	596.45616076	0.2671094681	112.9	716.82139177	0.2860765351	166.8	640.29314712	0.2786222322	182.9	641.63640536	0.3075698375	122	659.549180327869	0.343558015625111
88.1	685.4648347	0.4254092526	174.5	532.09968019	0.2721619597	114.8	724.23269922	0.2969927668	171.8	631.49340274	0.2775033923	203.2	595.59030163	0.2785700185	130	606.492307692308	0.298366569014026
84.5	682.14191906	0.4244820368	173.8	485.30284979	0.2357044749	118	724.31133967	0.2992644455	176.3	616.10670642	0.271662226	209.8	564.81724198	0.2507523184	135	531.896296296296	0.213484360947832
91.2	674.15527944	0.4236274422	166.1	545.08273822	0.2390098027	119.2	730.34581256	0.3029099131	181.3	604.05642942	0.2677552213	206.9	570.48372276	0.2283569918	139	490.841726618705	0.143767757978749
89.9	695.04788931	0.4255902917	185.9	499.66075416	0.2366202074	120.2	728.74806003	0.3016216152	181	608.61611663	0.2672569309	222.7	546.96694195	0.2345965694	137	487.175182481752	0.129017926600457
86.5	695.12066786	0.4254724759	173.8	509.48363113	0.2301311241	120.6	734.09991236	0.3039869166	178.9	612.2552048	0.2673015226	219.7	549.69772628	0.2209838526	149	473.879194630872	0.145727220647023
89.6	679.07651213	0.4250094323	177.7	500.89953203	0.2341938256	123.6	728.50020845	0.3054815912	179.5	610.54249533	0.2651376367	215.9	544.806976	0.2050538548	164	457.390243902439	0.159628895659573
86.8	682.28319264	0.4249202942	166.7	502.70882441	0.2230840947	126.1	730.21834889	0.3136295298	175.9	620.76447057	0.2684140531	211.7	547.16705452	0.1939612555	173	451.046242774566	0.186306169272569
88.5	693.74369081	0.4252760317	176.2	496.75569149	0.2412583845	126.1	734.54802543	0.3179863322	173.3	627.79709024	0.271270002	206.2	554.86635847	0.1894429048	185	451.691891891892	0.217878594398164
89.5	679.94156091	0.4247537453	175.4	522.27721769	0.2585923537	124	745.00541336	0.3164406206	165.2	649.1008844	0.2749490707	198	578.48379205	0.1908810739	184	507.913043478261	0.274216807530774
90	675.78011717	0.4243162354	184.6	533.18470033	0.2866478009	124.9	746.80076905	0.3169317566	155.2	672.0189685	0.2754158458	186.4	618.31040413	0.2039842397	172	603.063953488372	0.346436144615083
83.9	697.05419615	0.4248919469	155.6	606.34427384	0.2875409289	126.9	745.09506219	0.3213377404	146.6	694.8115173	0.2768925244	168.5	670.41000419	0.2157692425	146	695.164383561644	0.372482649761988
88	687.98445261	0.4257477686	117.5	720.69268351	0.2898240359	126.1	745.75294846	0.3199540796	138.4	715.67494917	0.2781667887	145.2	749.96943912	0.2418234274	129	754.875968992248	0.354298418987803
90.8	683.91242103	0.4262538662	109	755.31608047	0.298106014	125	739.76750608	0.3121994572	130.3	740.21380802	0.2852635106	130.2	801.11616476	0.2679143052	112	821.767857142857	0.302729268642281
86.1	694.57042271	0.4269754825	103	769.33295613	0.3151682517	124.6	737.82339205	0.3092319721	120.3	769.25765127	0.2877666855	114.8	856.28989267	0.2968952553	101	890.455445544554	0.28057350421134
