FID	AI	BIO_1	BIO_12	BIO_15	BIO_4	NPP	PET	Y	X	Dist_km
0	2335	275	593	145	1698	1.367E+11	2139	1650	-4250	169.9036668
1	2031	266	472	149	1799	1.164E+11	2039	1750	-4250	69.91822375
2	1158	275	259	147	2512	84720000000	1898	1850	-4250	30.06721931
3	283	261	53	124	3232	25780000000	1786	2250	-4250	430.0089916
4	194	253	40	103	3197	12860000000	1701	2350	-4250	529.9944346
5	194	231	33	69	2910	14460000000	1562	2450	-4250	629.9798777
6	259	219	36	64	2718	15700000000	1405	2550	-4250	729.9653208
7	6081	269	1395	126	1815	4.619E+11	1876	1450	-4150	219.9663974
8	3522	275	725	132	2028	3.038E+11	2058	1550	-4150	166.2518779
9	2504	276	616	134	2067	1.519E+11	2129	1650	-4150	97.85968259
10	1996	281	478	139	2198	1.163E+11	2158	1750	-4150	71.58806614
11	1254	278	275	144	3050	77830000000	2130	1850	-4150	28.36100275
12	991	283	202	149	3214	54060000000	2144	1950	-4150	128.3464458
13	626	281	146	147	3258	34080000000	2058	2050	-4150	228.3318889
14	406	280	82	140	3611	30540000000	2015	2150	-4150	328.3173319
15	341	276	64	127	3798	20140000000	1998	2250	-4150	428.302775
16	254	266	51	108	3787	14140000000	1895	2350	-4150	528.2882181
17	243	242	40	66	3482	13560000000	1742	2450	-4150	628.2736611
18	256	230	40	65	3293	13420000000	1572	2550	-4150	728.2591042
19	259	213	41	76	2909	19860000000	1499	2650	-4150	828.2445473
20	11898	273	2481	117	1472	4.699E+11	2037	1250	-4050	248.7894292
21	7988	265	1903	118	1641	4.453E+11	1941	1350	-4050	260.1241157
22	6130	267	1421	122	2154	4.746E+11	1937	1450	-4050	164.0701877
23	3846	275	759	129	2337	3.053E+11	2015	1550	-4050	78.57160695
24	3708	279	669	132	2255	1.534E+11	2064	1650	-4050	55.00097871
25	2266	284	539	138	2409	1.456E+11	2139	1750	-4050	28.29542801
26	1155	289	266	146	3188	71600000000	2150	1850	-4050	41.88190055
27	968	290	213	147	3451	48510000000	2149	1950	-4050	131.1278522
28	660	290	159	147	3570	34350000000	2140	2050	-4050	229.4230451
29	459	289	93	140	4047	26080000000	2129	2150	-4050	328.7481614
30	388	286	75	134	4313	20980000000	2125	2250	-4050	428.3874107
31	301	280	69	125	4746	25720000000	2051	2350	-4050	528.163037
32	239	262	47	100	4665	23860000000	1922	2450	-4050	628.0100427
33	244	253	46	82	4571	22930000000	1792	2550	-4050	727.8990546
34	251	232	43	71	4207	25290000000	1724	2650	-4050	827.8148668
35	248	224	41	66	4023	23140000000	1601	2750	-4050	927.7488204
36	14947	272	2693	102	1583	6.313E+11	1655	1150	-3950	135.7086366
37	11511	249	2055	101	1633	6.832E+11	1898	1250	-3950	235.6460213
38	9349	256	1763	107	1892	5.497E+11	1800	1350	-3950	254.8278303
39	5899	273	1375	116	2197	4.508E+11	1965	1450	-3950	154.8674276
40	3868	284	785	127	2387	3.274E+11	2017	1550	-3950	54.90702495
41	3292	282	739	130	2423	1.793E+11	2044	1650	-3950	44.87952243
42	1942	285	574	136	2591	1.396E+11	2116	1750	-3950	63.25404873
43	1128	297	252	150	3346	58570000000	2165	1850	-3950	134.6224517
44	802	295	174	152	3692	38080000000	2156	1950	-3950	183.2037787
45	713	295	146	148	4000	30370000000	2143	2050	-3950	262.6862093
46	491	293	106	138	4562	29220000000	2139	2150	-3950	352.76687
47	413	284	87	130	4835	21800000000	2133	2250	-3950	447.084874
48	305	267	77	119	5085	22730000000	2030	2350	-3950	543.4384092
49	232	266	49	93	5158	24790000000	2032	2450	-3950	640.9100753
50	243	261	49	75	5164	25050000000	1994	2550	-3950	739.0576058
51	217	246	40	74	4754	9334571008	1940	2650	-3950	837.6434592
52	191	237	36	74	4553	12350000000	1808	2750	-3950	936.5292225
53	17294	264	2840	88	990	6.554E+11	1569	950	-3850	67.05031181
54	13400	270	2845	86	1230	6.037E+11	1793	1050	-3850	32.92059769
55	11158	270	2321	88	1371	6.834E+11	1811	1150	-3850	132.8915072
56	9354	231	1754	98	1595	5.23E+11	1716	1250	-3850	232.8624167
57	8639	237	1565	108	1850	5.878E+11	1699	1350	-3850	257.6417064
58	5789	270	1297	116	2217	4.071E+11	1925	1450	-3850	157.6813037
59	4004	286	818	128	2317	3.293E+11	2005	1550	-3850	57.72090106
60	3276	288	646	135	2507	1.45E+11	2043	1650	-3850	42.23950161
61	1730	290	467	141	2727	1.009E+11	2118	1750	-3850	142.1999043
62	1156	292	249	149	3508	49550000000	2158	1850	-3850	203.0308405
63	851	290	169	148	3885	42090000000	2153	1950	-3850	264.4479825
64	661	286	152	142	4176	25510000000	2047	2050	-3850	324.6123156
65	505	291	107	134	4717	33030000000	2063	2150	-3850	401.0156798
66	384	283	82	123	5002	19210000000	2101	2250	-3850	486.0596625
67	268	271	65	104	5242	25860000000	2085	2350	-3850	575.9291758
68	213	269	47	86	5468	17760000000	2081	2450	-3850	668.6814156
69	177	266	47	80	5497	20590000000	2077	2550	-3850	763.2661761
70	173	252	39	76	5230	8829026304	2038	2650	-3850	859.0783873
71	168	245	35	85	5057	20240000000	1948	2750	-3850	955.748971
72	16949	263	2867	75	899	7.599E+11	1619	850	-3750	169.4052537
73	14283	256	2784	77	941	8.105E+11	1702	950	-3750	69.43262241
74	9676	246	2295	72	1188	7.586E+11	1844	1050	-3750	30.54000893
75	7468	251	1774	83	1547	6.718E+11	1916	1150	-3750	130.5126403
76	6964	259	1407	101	2094	6.135E+11	1894	1250	-3750	230.4852716
77	6951	258	1347	110	2143	5.686E+11	1889	1350	-3750	260.4555825
78	6233	270	1250	117	2252	3.967E+11	1956	1450	-3750	160.4951798
79	4067	282	837	128	1567	3.188E+11	1960	1550	-3750	60.53477717
80	3643	283	730	132	2034	2.404E+11	2006	1650	-3750	39.4256255
81	2080	288	549	136	2608	1.462E+11	2098	1750	-3750	63.70926232
82	1194	288	255	146	3631	82030000000	2125	1850	-3750	141.0482528
83	879	291	178	148	4070	41790000000	2135	1950	-3750	236.0727624
84	580	291	130	145	4361	29350000000	2066	2050	-3750	334.0151024
85	479	279	98	125	4925	32740000000	2023	2150	-3750	432.899328
86	368	281	73	121	5206	15060000000	2073	2250	-3750	532.2006837
87	252	279	58	109	5457	17070000000	2096	2350	-3750	622.9474508
88	202	270	43	92	5825	22160000000	2085	2450	-3750	709.5801198
89	158	271	36	92	5894	12750000000	2102	2550	-3750	799.3399568
90	152	263	30	89	5874	10940000000	2079	2650	-3750	891.2826636
91	152	255	30	84	5815	9830552576	1997	2750	-3750	984.7970382
92	11563	260	2461	61	886	8.128E+11	1799	850	-3650	118.7087056
93	13532	250	2594	63	1068	7.422E+11	1909	950	-3650	71.7720632
94	8920	248	2239	69	1362	6.694E+11	2113	1050	-3650	28.20056814
95	7585	254	1777	81	1644	6.303E+11	2171	1150	-3650	128.1731995
96	6728	261	1409	102	1894	6.073E+11	2078	1250	-3650	228.1458308
97	6246	262	1313	110	2047	4.214E+11	2064	1350	-3650	265.4990172
98	5481	269	1208	116	2235	4.141E+11	2004	1450	-3650	167.4810948
99	4155	276	864	128	2393	3.154E+11	1974	1550	-3650	74.90064153
100	3749	276	770	130	2367	2.777E+11	1992	1650	-3650	42.29427173
101	2222	280	581	135	2750	1.393E+11	2060	1750	-3650	27.78672052
102	1133	290	240	147	3654	82480000000	2084	1850	-3650	127.736275
103	977	288	191	143	4035	42830000000	2047	1950	-3650	227.6858295
104	550	292	136	144	4375	15920000000	2068	2050	-3650	327.635384
105	383	282	87	124	5002	26640000000	2060	2150	-3650	427.5849385
106	318	282	68	117	5285	16150000000	2080	2250	-3650	527.534493
107	214	280	54	113	5554	20150000000	2122	2350	-3650	627.4840475
108	157	274	38	96	5952	18400000000	2136	2450	-3650	727.4336019
109	122	274	32	102	6062	15550000000	2145	2550	-3650	816.511786
110	112	271	29	91	6122	8079004672	2131	2650	-3650	906.1934563
111	114	258	26	82	6108	10730000000	2069	2750	-3650	997.8384958
112	10363	255	2460	60	743	8.768E+11	1834	750	-3550	89.02272325
113	11100	251	2222	61	628	7.022E+11	1915	850	-3550	46.46020857
114	10792	239	2592	62	757	8.781E+11	1944	950	-3550	2.922155572
115	8820	237	2278	69	1158	6.303E+11	1971	1050	-3550	26.64186959
116	7521	254	1825	80	1525	4.976E+11	2095	1150	-3550	126.1370501
117	6052	261	1401	102	1770	4.421E+11	2113	1250	-3550	226.0781316
118	5563	265	1268	110	1947	3.867E+11	2192	1350	-3550	298.0531932
119	5082	269	1153	115	2220	3.858E+11	2085	1450	-3550	215.3970635
120	3831	274	807	130	2728	3.05E+11	2028	1550	-3550	154.7775305
121	3234	278	666	135	2812	2.364E+11	2063	1650	-3550	75.33876809
122	1987	279	512	139	3125	1.262E+11	2089	1750	-3550	24.6107864
123	996	295	215	147	3741	81310000000	2093	1850	-3550	124.5603409
124	818	299	167	145	4034	29510000000	2073	1950	-3550	224.5098954
125	493	297	123	142	4372	18710000000	2087	2050	-3550	324.4594499
126	319	288	69	130	5095	25120000000	2100	2150	-3550	424.4090044
127	260	286	55	125	5431	20430000000	2120	2250	-3550	507.0718691
128	182	283	44	123	5739	21380000000	2153	2350	-3550	592.9729875
129	132	278	30	107	6221	21340000000	2181	2450	-3550	682.7239907
130	116	278	26	95	6380	18680000000	2184	2550	-3550	774.9884715
131	95	275	22	109	6509	11410000000	2180	2650	-3550	868.9661756
132	89	263	19	97	6665	9752354816	2132	2750	-3550	964.1562622
133	14141	259	2509	46	994	8.329E+11	1664	650	-3450	140.6004187
134	9876	261	1890	59	920	8.496E+11	1858	750	-3450	40.64470853
135	10667	241	1867	66	927	7.028E+11	1936	850	-3450	25.20670164
136	9291	245	1622	67	996	7.64E+11	1864	950	-3450	83.80418875
137	8194	247	1589	75	1125	5.7E+11	1878	1050	-3450	108.9446038
138	7314	258	1535	88	1436	5.386E+11	2007	1150	-3450	164.5286993
139	5762	268	1199	104	1922	4.259E+11	2102	1250	-3450	249.5404958
140	5500	272	1122	108	2100	3.701E+11	2051	1350	-3450	342.7407552
141	4422	275	997	115	2164	2.978E+11	2043	1450	-3450	278.4138112
142	3523	271	801	128	2607	2.032E+11	2083	1550	-3450	178.4642567
143	2750	275	610	135	2799	1.916E+11	2101	1650	-3450	78.51470222
144	1655	279	442	141	3093	1.077E+11	2145	1750	-3450	21.43485227
145	1104	298	218	145	3664	77150000000	2128	1850	-3450	121.3844068
146	843	301	164	142	3982	34610000000	2115	1950	-3450	218.0648166
147	459	301	116	142	4355	18320000000	2129	2050	-3450	286.439082
148	276	291	65	134	5146	14740000000	2146	2150	-3450	369.516483
149	219	288	49	130	5513	19830000000	2166	2250	-3450	459.3881961
150	149	285	40	116	5837	25610000000	2195	2350	-3450	552.7500323
151	112	280	27	100	6358	24670000000	2211	2450	-3450	648.0954263
152	97	278	24	105	6547	19290000000	2216	2550	-3450	744.6628533
153	75	275	20	106	6703	11080000000	2212	2650	-3450	842.031976
154	76	263	18	92	6936	13610000000	2168	2750	-3450	939.9536861
155	10736	260	1990	49	951	9.255E+11	1589	650	-3350	143.5763241
156	8475	259	1694	59	977	8.612E+11	1737	750	-3350	43.62061402
157	8347	244	1560	66	988	6.624E+11	1756	850	-3350	56.33509611
158	7380	251	1379	71	1050	6.577E+11	1771	950	-3350	149.7748128
159	7606	257	1425	80	1230	5.469E+11	1855	1050	-3350	207.4320712
160	6699	260	1430	89	1507	4.921E+11	1911	1150	-3350	241.3065071
161	5497	269	1116	105	1895	4.381E+11	1979	1250	-3350	305.6625534
162	5227	271	1067	109	2080	3.886E+11	1976	1350	-3350	381.5392998
163	4247	274	951	116	2291	2.888E+11	2020	1450	-3350	281.5897453
164	3171	270	719	130	2545	2.07E+11	2076	1550	-3350	181.6401908
165	2553	271	548	137	2784	1.804E+11	2102	1650	-3350	81.69063634
166	1704	276	420	141	3096	1.067E+11	2174	1750	-3350	18.25891814
167	1138	300	244	141	3575	58770000000	2139	1850	-3350	83.50338289
168	834	304	170	143	3916	35510000000	2121	1950	-3350	146.5192767
169	427	301	111	143	4360	24260000000	2141	2050	-3350	236.5649634
170	257	292	60	136	5232	10730000000	2169	2150	-3350	332.3523212
171	191	290	43	128	5743	17260000000	2214	2250	-3350	430.0617966
172	129	288	34	126	6096	27110000000	2243	2350	-3350	528.6286337
173	93	283	22	121	6635	23590000000	2250	2450	-3350	627.6490388
174	81	280	19	107	6850	19670000000	2251	2550	-3350	726.937686
175	64	277	16	92	7035	22320000000	2239	2650	-3350	826.3978962
176	56	269	13	78	7346	12500000000	2213	2750	-3350	925.9743875
177	9330	259	1454	55	882	6.913E+11	1517	650	-3250	146.5522296
178	7666	260	1366	49	915	7.65E+11	1663	750	-3250	46.5965195
179	6959	262	1200	61	1069	6.884E+11	1718	850	-3250	53.35919063
180	6808	262	1225	68	1122	5.04E+11	1787	950	-3250	153.3149008
181	7185	263	1309	78	1269	5.299E+11	1831	1050	-3250	253.2706109
182	6554	265	1290	89	1422	4.329E+11	1863	1150	-3250	330.7385188
183	5615	271	1098	103	1894	4.265E+11	1947	1250	-3250	380.2482532
184	5424	271	1060	107	2138	3.172E+11	1973	1350	-3250	369.2954216
185	4260	273	935	115	2345	2.772E+11	2005	1450	-3250	274.2085816
186	2941	274	625	133	2675	1.49E+11	2051	1550	-3250	184.3951844
187	2538	273	529	143	2823	1.726E+11	2100	1650	-3250	86.29731492
188	1596	273	414	143	2965	1.17E+11	2141	1750	-3250	18.54361043
189	867	288	193	148	3585	53210000000	2135	1850	-3250	22.82339646
190	655	292	136	150	4015	31220000000	2135	1950	-3250	122.8072689
191	371	293	95	143	4514	17730000000	2177	2050	-3250	222.7911414
192	228	291	70	139	5029	15940000000	2217	2150	-3250	322.7750139
193	183	289	40	126	5908	15290000000	2239	2250	-3250	422.7588863
194	118	288	31	124	6245	18580000000	2267	2350	-3250	522.7427588
195	86	285	20	119	6773	29710000000	2272	2450	-3250	622.7266313
196	78	281	17	99	6988	24460000000	2266	2550	-3250	722.7105038
197	54	279	14	84	7166	20300000000	2254	2650	-3250	822.6943762
198	43	273	10	123	7494	12000000000	2233	2750	-3250	922.6782487
199	8846	262	1462	60	939	6.672E+11	1519	650	-3150	149.5281351
200	6267	261	1290	51	988	7.696E+11	1680	750	-3150	49.57242498
201	5932	269	1108	62	1085	6.22E+11	1754	850	-3150	50.38328514
202	5891	267	1113	68	1151	5.813E+11	1841	950	-3150	150.3389953
203	6651	266	1167	75	1291	4.669E+11	1816	1050	-3150	250.2947054
204	6285	266	1248	84	1410	4.204E+11	1829	1150	-3150	350.2504155
205	5567	264	1103	102	1820	3.626E+11	1903	1250	-3150	450.2061256
206	5094	271	1025	107	2136	3.36E+11	1957	1350	-3150	355.9305063
207	4021	271	904	112	2404	2.013E+11	1976	1450	-3150	255.9318866
208	3013	269	677	129	2814	1.427E+11	2073	1550	-3150	155.9332668
209	2597	269	519	142	3036	1.052E+11	2066	1650	-3150	55.93464709
210	1455	273	374	140	3084	77340000000	2088	1750	-3150	0.900069467
211	888	284	187	150	3616	46520000000	2126	1850	-3150	24.61929336
212	656	288	134	150	4091	32910000000	2159	1950	-3150	124.6031658
213	359	289	95	144	4645	13930000000	2218	2050	-3150	224.5870383
214	209	289	68	137	5202	13680000000	2271	2150	-3150	324.5709108
215	162	288	38	130	6095	13140000000	2289	2250	-3150	424.5547832
216	108	288	29	117	6410	14720000000	2308	2350	-3150	524.5386557
217	80	287	18	110	6888	27020000000	2308	2450	-3150	624.5225282
218	67	283	16	92	7103	27830000000	2295	2550	-3150	724.5064007
219	49	281	13	78	7292	18080000000	2271	2650	-3150	824.4902731
220	35	277	9	106	7616	28240000000	2245	2750	-3150	924.4741456
221	6738	268	1280	58	1071	6.563E+11	1713	750	-3050	52.54833047
222	6134	269	1114	62	1090	6.116E+11	1775	850	-3050	47.40737966
223	5953	271	1087	65	1223	4.813E+11	1824	950	-3050	147.3630898
224	6022	271	1099	71	1335	4.043E+11	1824	1050	-3050	247.3187999
225	5895	273	1113	80	1460	3.878E+11	1857	1150	-3050	347.27451
226	5171	275	1026	101	1735	3.537E+11	1918	1250	-3050	447.2302202
227	4577	275	923	109	2051	3.446E+11	1980	1350	-3050	355.4051018
228	3834	275	837	114	2265	2.527E+11	1979	1450	-3050	255.4064821
229	2950	271	610	127	2872	1.038E+11	2000	1550	-3050	155.4078623
230	2524	276	500	134	3001	1.484E+11	2011	1650	-3050	55.40924259
231	1754	275	408	142	2973	1.146E+11	2039	1750	-3050	44.58937715
232	994	276	315	150	3115	42570000000	2109	1850	-3050	102.7044049
233	708	282	146	146	4207	35220000000	2158	1950	-3050	159.6054436
234	358	283	97	138	4930	23370000000	2247	2050	-3050	245.7633017
235	184	285	66	130	5645	15480000000	2329	2150	-3050	339.595794
236	148	286	34	126	6499	11960000000	2343	2250	-3050	436.1777231
237	106	287	28	108	6698	15880000000	2336	2350	-3050	534.0193901
238	80	285	19	106	7057	26070000000	2309	2450	-3050	632.5364905
239	60	287	14	83	7229	28000000000	2297	2550	-3050	731.4561605
240	47	283	11	117	7427	19460000000	2271	2650	-3050	830.6345873
241	32	277	8	91	7782	24240000000	2235	2750	-3050	929.9889894
242	7448	266	1423	57	1086	6.732E+11	1677	750	-2950	55.52423595
243	6403	267	1202	61	1114	6.594E+11	1730	850	-2950	44.43147417
244	6126	267	1080	64	1295	5.255E+11	1797	950	-2950	144.3871843
245	6125	268	1101	70	1388	4.167E+11	1812	1050	-2950	244.3428944
246	5863	271	1111	79	1512	3.626E+11	1849	1150	-2950	344.2986045
247	5024	277	986	101	1720	3.566E+11	1927	1250	-2950	417.4369402
248	4551	279	903	109	1968	2.989E+11	1979	1350	-2950	337.3337163
249	3523	284	810	114	2167	2.519E+11	2022	1450	-2950	254.8810776
250	2685	278	568	128	2745	1.349E+11	2024	1550	-2950	154.8824578
251	2465	269	513	132	2948	1.226E+11	2026	1650	-2950	54.8838381
252	1841	271	426	137	2997	71770000000	2022	1750	-2950	45.11478164
253	1130	280	306	148	3204	37170000000	2127	1850	-2950	145.1134014
254	759	282	153	146	4337	35530000000	2160	1950	-2950	235.4048497
255	379	283	100	143	4993	27290000000	2252	2050	-2950	300.5680391
256	278	284	67	128	5735	16180000000	2306	2150	-2950	381.1388841
257	165	287	35	123	6558	11710000000	2361	2250	-2950	469.246792
258	119	287	28	108	6703	16660000000	2328	2350	-2950	561.3539478
259	83	286	19	107	7055	24290000000	2290	2450	-2950	655.7773689
260	68	288	14	82	7240	24790000000	2293	2550	-2950	751.644637
261	48	283	12	94	7438	15140000000	2254	2650	-2950	848.4664774
262	32	277	8	86	7816	19860000000	2214	2750	-2950	945.9498222
263	10373	266	1780	56	1038	6.435E+11	1519	650	-2850	158.4558516
264	7865	264	1505	54	1088	6.763E+11	1636	750	-2850	58.50014144
265	7281	262	1247	59	1108	7.006E+11	1653	850	-2850	41.45556869
266	6359	262	1115	64	1359	4.762E+11	1711	950	-2850	141.4112788
267	6119	265	1094	71	1431	3.758E+11	1760	1050	-2850	241.3669889
268	5639	275	1093	80	1505	2.91E+11	1841	1150	-2850	341.3226991
269	4748	277	962	104	1777	2.693E+11	1924	1250	-2850	373.4564777
270	4197	277	836	111	2049	3.072E+11	1976	1350	-2850	281.0874915
271	3490	279	762	114	2211	1.66E+11	2051	1450	-2850	196.3431053
272	2704	285	553	129	2592	1.287E+11	2050	1550	-2850	134.5029819
273	2320	288	455	133	2866	1.258E+11	2058	1650	-2850	54.3584336
274	1813	291	406	138	3100	81820000000	2052	1750	-2850	45.64018614
275	1080	292	326	143	3344	61170000000	2131	1850	-2850	145.6388059
276	777	288	161	152	3892	34370000000	2159	1950	-2850	245.6374256
277	405	287	112	152	4462	29060000000	2239	2050	-2850	345.6360454
278	302	287	79	141	5107	18380000000	2284	2150	-2850	441.8239408
279	185	288	44	127	6071	13200000000	2330	2250	-2850	519.7442616
280	132	288	35	124	6377	16170000000	2308	2350	-2850	604.2017877
281	98	285	22	127	6888	22580000000	2255	2450	-2850	692.8098608
282	83	283	17	103	7124	23140000000	2233	2550	-2850	784.162742
283	57	283	14	79	7353	19440000000	2210	2650	-2850	877.403504
284	34	280	8	84	7781	15170000000	2186	2750	-2850	971.9889977
285	8612	259	1528	50	949	5.86E+11	1622	750	-2750	61.47604692
286	7238	253	1334	56	1028	6.988E+11	1625	850	-2750	38.4796632
287	6361	276	1187	69	1378	4.819E+11	1783	950	-2750	138.4353733
288	5899	279	1082	78	1505	4.102E+11	1828	1050	-2750	238.3910835
289	5636	277	1057	84	1615	3.656E+11	1832	1150	-2750	338.3467936
290	4889	278	963	105	1821	3.072E+11	1905	1250	-2750	353.1088819
291	4335	277	841	110	2013	3.451E+11	1941	1350	-2750	253.4291214
292	3561	280	764	115	2257	1.516E+11	1997	1450	-2750	154.1647065
293	2575	281	667	121	2295	1.723E+11	2034	1550	-2750	57.50820706
294	2186	288	440	134	2794	1.014E+11	2060	1650	-2750	28.10641945
295	1590	297	378	140	3104	78270000000	2113	1750	-2750	46.16559063
296	1280	297	304	145	3341	40730000000	2123	1850	-2750	146.1642104
297	767	291	160	157	3650	31820000000	2158	1950	-2750	246.1628301
298	469	289	118	152	4176	29180000000	2204	2050	-2750	346.1614499
299	373	288	87	146	4794	22850000000	2227	2150	-2750	446.1600696
300	235	288	50	135	5792	23370000000	2255	2250	-2750	546.1586893
301	157	288	39	128	6152	15410000000	2252	2350	-2750	646.1573091
302	108	287	23	124	6751	17370000000	2236	2450	-2750	741.5706634
303	92	284	19	115	7018	20260000000	2215	2550	-2750	827.5583071
304	61	283	15	87	7272	19350000000	2185	2650	-2750	916.394268
305	39	280	8	89	7728	15660000000	2156	2750	-2750	1007.325249
306	7761	255	1608	48	919	5.673E+11	1655	750	-2650	64.45195241
307	7414	265	1346	55	1029	5.623E+11	1766	850	-2650	35.50375772
308	6661	278	1190	73	1348	73230000000	1835	950	-2650	135.4594678
309	6476	281	1132	79	1528	4.177E+11	1847	1050	-2650	235.415178
310	5752	281	1076	85	1661	3.109E+11	1865	1150	-2650	335.3708881
311	4687	281	910	104	1836	3.361E+11	1918	1250	-2650	339.0141597
312	4233	282	818	110	1955	1.872E+11	1952	1350	-2650	252.0676418
313	3290	282	742	116	2190	1.439E+11	2016	1450	-2650	152.0680949
314	2347	282	641	124	2350	1.137E+11	2074	1550	-2650	52.06854801
315	1916	288	424	136	2872	91100000000	2114	1650	-2650	47.93099889
316	1332	295	340	142	3136	58660000000	2134	1750	-2650	81.41568263
317	1061	295	267	145	3347	46470000000	2124	1850	-2650	160.9238886
318	739	295	158	146	3770	30260000000	2147	1950	-2650	255.2733485
319	530	293	128	147	4118	23330000000	2169	2050	-2650	352.7498646
320	447	290	104	144	4593	24360000000	2174	2150	-2650	451.331864
321	314	288	67	139	5419	26140000000	2185	2250	-2650	550.4256862
322	207	288	52	136	5780	16580000000	2191	2350	-2650	649.7972149
323	135	286	30	129	6461	10460000000	2181	2450	-2650	749.3359761
324	113	284	24	119	6773	17720000000	2165	2550	-2650	848.9831504
325	71	282	18	113	7053	23080000000	2135	2650	-2650	948.7045768
326	53	279	12	95	7568	19960000000	2103	2750	-2650	1048.479069
327	9675	262	1450	50	1071	6.799E+11	1721	850	-2550	34.32575294
328	7207	263	1281	71	1324	5.344E+11	1783	950	-2550	134.3257512
329	6903	273	1256	79	1440	4.222E+11	1844	1050	-2550	234.3257495
330	5765	278	1178	86	1625	2.707E+11	1927	1150	-2550	334.3257478
331	4677	282	979	104	1875	2.823E+11	1987	1250	-2550	290.8113861
332	4219	282	849	111	1991	2.353E+11	1999	1350	-2550	200.2216674
333	3140	281	724	117	2274	1.945E+11	2034	1450	-2550	124.9246569
334	2190	285	586	125	2473	1.211E+11	2110	1550	-2550	51.76751332
335	1722	289	369	142	2984	77940000000	2134	1650	-2550	48.23203357
336	1353	290	306	146	2718	54120000000	2105	1750	-2550	148.2315805
337	1173	289	262	154	2461	36120000000	2069	1850	-2550	222.0016643
338	818	295	167	151	3852	38380000000	2132	1950	-2550	297.5780964
339	594	294	136	146	4247	30570000000	2149	2050	-2550	384.4745869
340	504	293	111	143	4673	27830000000	2151	2150	-2550	476.5382383
341	358	290	73	142	5336	20970000000	2145	2250	-2550	571.2763579
342	246	288	58	138	5638	19890000000	2124	2350	-2550	667.5512427
343	151	285	32	139	6343	18240000000	2121	2450	-2550	764.7827444
344	125	282	25	127	6656	18670000000	2114	2550	-2550	862.6474544
345	88	281	20	128	6950	22040000000	2087	2650	-2550	960.9519318
346	81	277	15	76	7471	22650000000	2052	2750	-2550	1059.573782
347	6516	268	1179	55	1124	4.631E+11	1727	850	-2450	34.3442127
348	6239	266	1172	75	1305	4.714E+11	1786	950	-2450	134.344211
349	6816	262	1301	81	1361	4.545E+11	1830	1050	-2450	234.3442093
350	6068	267	1262	89	1595	2.612E+11	1914	1150	-2450	334.3442076
351	4604	283	949	105	1777	3.611E+11	2003	1250	-2450	272.4186559
352	4195	284	840	111	1962	2.917E+11	2018	1350	-2450	172.4220922
353	3064	283	730	118	2270	1.814E+11	2050	1450	-2450	72.43501708
354	2553	286	581	126	2556	1.635E+11	2086	1550	-2450	1.521046455
355	1713	292	339	144	2833	80480000000	2121	1650	-2450	48.53306826
356	1114	291	262	150	2714	43030000000	2115	1750	-2450	148.5326152
357	1070	290	238	155	2769	35560000000	2120	1850	-2450	248.532162
358	846	294	173	152	3923	43060000000	2131	1950	-2450	348.5317089
359	630	292	145	145	4393	33270000000	2125	2050	-2450	437.274455
360	535	291	120	138	4828	32250000000	2114	2150	-2450	520.0739693
361	364	282	77	149	5363	26260000000	2073	2250	-2450	608.0665408
362	250	282	61	149	5605	18350000000	2064	2350	-2450	699.294575
363	155	284	45	146	5944	21220000000	2082	2450	-2450	792.6417142
364	128	280	26	124	6572	23180000000	2072	2550	-2450	887.4395031
365	97	279	21	137	6854	24240000000	2049	2650	-2450	983.2684558
366	92	275	19	81	7375	21060000000	2010	2750	-2450	1079.854083
367	6020	275	1107	63	1317	4.59E+11	1735	850	-2350	34.36267246
368	5618	272	1078	72	1448	4.372E+11	1846	950	-2350	134.3626708
369	5890	268	1113	80	1478	4.665E+11	1851	1050	-2350	234.362669
370	5734	266	1110	91	1426	4.571E+11	1928	1150	-2350	334.3626673
371	5097	274	1020	107	2030	3.955E+11	1957	1250	-2350	273.4102654
372	4393	281	858	114	2284	3.423E+11	1991	1350	-2350	173.4155753
373	3078	286	687	122	2466	2.023E+11	2046	1450	-2350	73.42088525
374	2601	289	572	130	2729	1.204E+11	2083	1550	-2350	26.57380481
375	1766	292	378	140	2891	62340000000	2124	1650	-2350	110.2514306
376	1233	294	306	148	3128	43510000000	2133	1750	-2350	178.5010978
377	1106	297	249	153	3591	37210000000	2150	1850	-2350	267.5255238
378	821	294	173	156	4264	44660000000	2153	1950	-2350	362.3219146
379	596	291	139	156	4617	33690000000	2131	2050	-2350	459.3304189
380	505	284	111	158	4984	28330000000	2108	2150	-2350	557.3972531
381	349	267	68	190	5663	19830000000	2061	2250	-2350	656.0479873
382	236	263	55	191	5886	19680000000	2039	2350	-2350	743.2369364
383	150	269	41	180	6028	22680000000	2063	2450	-2350	831.6664765
384	125	272	25	144	6423	22710000000	2056	2550	-2350	922.4625264
385	99	269	21	141	6660	23740000000	2006	2650	-2350	1014.990196
386	104	264	17	77	7170	24170000000	1977	2750	-2350	1108.816072
387	7209	270	1270	63	1247	4.656E+11	1637	850	-2250	34.27370207
388	6421	264	1144	69	1394	4.622E+11	1794	950	-2250	134.2736077
389	6298	262	1147	77	1442	4.885E+11	1823	1050	-2250	234.2735134
390	6030	262	1146	88	1467	3.985E+11	1899	1150	-2250	334.2734191
391	5382	267	1117	98	1696	4.054E+11	1952	1250	-2250	274.4407799
