FID	AI	BIO_1	BIO_12	BIO_15	BIO_4	NPP	PET	Y	X	Dist_km
1541	3610	182	659	76	4315	2.407E+11	1650	-2950	250	463.8193722
1542	3316	200	605	81	4373	2.94E+11	1682	-2850	250	430.6292459
1543	2300	210	449	83	4595	2.201E+11	1782	-2750	250	378.5573292
1544	2432	203	432	86	4556	2.264E+11	1734	-2650	250	284.7764906
1545	2242	204	398	95	4099	1.979E+11	1710	-2550	250	197.2045835
1546	2793	203	448	96	3826	2.569E+11	1699	-2450	250	129.157446
1547	2943	201	482	100	3558	2.355E+11	1736	-2350	250	95.24203602
1548	3171	210	600	111	3592	3.926E+11	1814	-2250	250	79.01423585
1549	3723	223	663	114	3268	4.098E+11	1793	-2150	250	53.63725576
1550	4799	239	730	116	2920	68050000000	1830	-2050	250	30.13588694
1551	4903	204	830	119	3270	4.087E+11	1698	-1950	250	130.1358455
1552	4897	214	845	121	3172	4.101E+11	1779	-1850	250	230.135804
1553	5650	208	934	117	2851	5.182E+11	1697	-1750	250	330.1357626
1554	5989	208	981	112	2571	6.435E+11	1711	-1650	250	430.1357211
1555	7033	201	1175	107	2369	6.657E+11	1724	-1550	250	530.1356796
1556	7396	196	1270	106	2448	6.033E+11	1722	-1450	250	537.9982209
1557	6955	199	1253	104	2425	7.023E+11	1720	-1350	250	440.7267714
1558	5094	222	989	95	2130	5.987E+11	1781	-1250	250	345.0189681
1559	4698	227	864	89	1811	6.651E+11	1815	-1150	250	252.6580489
1560	7566	209	1096	83	1153	5.014E+11	1572	-1050	250	169.2161074
1561	5965	226	1082	76	990	7.485E+11	1652	-950	250	109.8330018
1562	5818	250	1057	76	588	6.062E+11	1850	-850	250	52.94197971
1563	6208	248	1053	74	541	7.186E+11	1813	-750	250	47.05797497
1564	6840	248	1156	68	521	7.822E+11	1808	-650	250	147.0579296
1565	8557	247	1328	61	412	9.219E+11	1774	-550	250	247.0578843
1566	9535	242	1668	48	282	9.864E+11	1722	-450	250	318.3489873
1567	12236	239	1937	42	276	1.018E+12	1674	-350	250	315.9416533
1568	12204	235	2076	37	284	7.289E+11	1630	-250	250	314.1230929
1569	10752	237	1845	26	365	1.011E+12	1646	-150	250	313.5432074
1570	10989	235	1823	24	422	1.011E+12	1656	-50	250	312.9633219
1571	11005	238	1847	26	483	1.036E+12	1663	50	250	312.3818314
1572	11153	246	1890	31	554	1.042E+12	1706	150	250	226.254355
1573	11964	241	2043	36	539	1.061E+12	1725	250	250	126.2716364
1574	11393	241	1990	41	591	1.077E+12	1712	350	250	26.28891789
1575	9282	244	1795	47	703	1.069E+12	1770	450	250	40.85052711
1576	8579	246	1625	53	824	9.53E+11	1784	550	250	81.31825082
1577	7497	253	1412	69	1024	7.21E+11	1815	650	250	175.3940413
1578	6955	260	1331	76	1038	6.557E+11	1872	750	250	273.7032728
1579	6025	265	1259	81	1157	5.534E+11	1978	850	250	372.9127155
1580	4756	270	1000	96	1565	4.964E+11	2022	950	250	472.4556119
1581	4137	273	844	105	1741	3.272E+11	2032	1050	250	572.1579476
1582	3192	275	730	110	1826	3.533E+11	2092	1150	250	518.6796117
1583	2751	276	617	115	1983	2.486E+11	2112	1250	250	424.6739978
1584	2005	275	419	127	2438	1.577E+11	2128	1350	250	334.1668285
1585	1519	274	353	137	2680	1.155E+11	2150	1450	250	250.9719786
1586	1342	272	303	149	2922	77800000000	2158	1550	250	185.2198663
1587	1032	263	218	173	3345	59780000000	2132	1650	250	107.3196395
1588	761	256	178	180	3546	41690000000	2109	1750	250	7.324613929
1589	603	255	139	183	3787	37970000000	2107	1850	250	92.67041167
1590	349	261	72	187	4349	34440000000	2136	1950	250	192.6654373
1591	206	263	49	194	4637	29020000000	2158	2050	250	292.6604629
1592	155	254	37	187	4927	31580000000	2115	2150	250	392.6554885
1593	78	248	16	143	5452	23970000000	2083	2250	250	492.6505141
1594	37	246	10	161	5696	21310000000	2064	2350	250	592.6455397
1595	18	248	5	99	5889	23560000000	2061	2450	250	692.6405653
1596	8	241	2	33	6219	21100000000	2026	2550	250	792.6355909
1597	6	234	1	28	6352	21930000000	1972	2650	250	892.6306165
1598	3	217	1	18	6543	20630000000	1897	2750	250	992.6256421
1599	5928	151	778	63	3664	5.105E+11	1324	-3550	350	812.4166406
1600	5945	139	719	63	3749	4.365E+11	1258	-3450	350	723.790806
1601	6383	98	847	61	3903	3.271E+11	1214	-3350	350	638.5338391
1602	5090	135	763	62	4349	3.31E+11	1365	-3250	350	558.1915412
1603	4659	145	705	65	4629	3.037E+11	1460	-3150	350	485.2114277
1604	4913	156	697	75	4063	3.21E+11	1487	-3050	350	423.4175982
1605	3664	171	684	77	4010	2.817E+11	1628	-2950	350	374.9620433
1606	4224	189	611	80	4051	2.974E+11	1658	-2850	350	334.0597542
1607	2832	197	500	85	3942	2.981E+11	1632	-2750	350	316.3774519
1608	2057	206	428	88	3981	2.216E+11	1741	-2650	350	260.4620214
1609	2062	211	376	92	3731	2.265E+11	1760	-2550	350	161.4114016
1610	3367	201	484	96	3548	2.151E+11	1695	-2450	350	62.58569114
1611	3405	185	591	100	3310	3.878E+11	1642	-2350	350	0.556670687
1612	3450	204	627	107	3309	3.497E+11	1746	-2250	350	20.24734504
1613	3938	210	686	110	3067	2.976E+11	1752	-2150	350	41.13140067
1614	4002	229	715	114	2853	3.777E+11	1770	-2050	350	73.4081329
1615	3816	243	709	119	2713	5.052E+11	1860	-1950	350	146.3624203
1616	5116	216	771	119	2717	5.544E+11	1695	-1850	350	239.6980646
1617	5728	209	856	119	2810	4.699E+11	1663	-1750	350	336.8803441
1618	6288	206	953	118	2803	6.423E+11	1668	-1650	350	435.340752
1619	7317	200	1234	112	2666	6.069E+11	1724	-1550	350	534.3732539
1620	7083	202	1239	110	2653	7.153E+11	1755	-1450	350	526.1691473
1621	6391	206	1183	107	2555	6.945E+11	1774	-1350	350	426.2064909
1622	6044	221	1102	97	1990	7.24E+11	1748	-1250	350	326.2667224
1623	5900	229	1051	90	1651	7.667E+11	1746	-1150	350	226.380157
1624	6072	230	1041	86	1424	7.661E+11	1665	-1050	350	126.6727154
1625	6062	229	1065	84	1212	6.978E+11	1678	-950	350	29.05130175
1626	5916	235	1021	80	931	6.634E+11	1767	-850	350	27.72977175
1627	6920	229	1105	75	857	6.273E+11	1668	-750	350	80.33268394
1628	7523	230	1165	69	737	7.925E+11	1657	-650	350	160.8464747
1629	8198	233	1211	63	572	8.527E+11	1654	-550	350	209.5879214
1630	11242	188	1672	55	379	6.547E+11	1615	-450	350	218.3779678
1631	9987	194	1671	49	341	9.456E+11	1626	-350	350	215.9706338
1632	10110	186	1701	41	322	9.392E+11	1570	-250	350	214.1247743
1633	9272	209	1534	23	317	8.911E+11	1642	-150	350	213.5448888
1634	8788	222	1471	21	312	9.316E+11	1698	-50	350	212.9650033
1635	9379	234	1569	25	306	1.021E+12	1727	50	350	212.3835328
1636	10481	243	1688	28	370	1.046E+12	1761	150	350	211.8001997
1637	11248	241	1907	35	627	1.079E+12	1735	250	350	124.4126066
1638	10639	245	1877	41	775	1.066E+12	1749	350	350	24.42988801
1639	8665	248	1703	49	849	9.634E+11	1817	450	350	75.55283054
1640	7790	244	1527	57	808	7.852E+11	1826	550	350	156.9383637
1641	6774	257	1300	71	1036	6.668E+11	1883	650	350	220.8620878
1642	6230	264	1199	77	1148	5.827E+11	1919	750	350	304.8449994
1643	5456	269	1117	84	1251	5.381E+11	1997	850	350	396.3343102
1644	4586	277	947	98	1412	3.612E+11	2043	950	350	491.1530284
1645	4171	277	851	104	1480	3.61E+11	2042	1050	350	587.6918488
1646	3382	277	760	107	1589	3.345E+11	2075	1150	350	497.0307633
1647	3013	278	674	110	1742	2.317E+11	2095	1250	350	397.9435192
1648	2311	272	497	121	2141	1.305E+11	2104	1350	350	299.4637028
1649	1744	271	411	130	2451	1.282E+11	2111	1450	350	202.4795646
1650	1479	269	344	139	2697	1.053E+11	2114	1550	350	110.9839579
1651	996	268	205	170	2853	64080000000	2116	1650	350	59.73012571
1652	653	269	159	180	3116	39390000000	2132	1750	350	6.327189902
1653	520	273	121	183	3516	27290000000	2160	1850	350	93.6678357
1654	314	273	67	197	4331	30800000000	2186	1950	350	193.6628613
1655	183	271	47	194	4705	29650000000	2197	2050	350	293.6578869
1656	132	267	33	192	5070	28750000000	2180	2150	350	393.6529125
1657	61	262	13	144	5641	24430000000	2168	2250	350	493.6479381
1658	30	254	8	152	5854	21260000000	2098	2350	350	593.6429637
1659	16	253	4	80	6021	18840000000	2089	2450	350	693.6379893
1660	8	249	2	29	6286	19590000000	2057	2550	350	793.6330149
1661	0	245	0	0	6369	18450000000	2016	2650	350	893.6280405
1662	0	232	0	0	6507	22040000000	1959	2750	350	993.6230661
1663	7854	140	849	70	3557	4.619E+11	1318	-3450	450	680.3442235
1664	6037	118	872	68	3748	3.922E+11	1077	-3350	450	588.8298527
1665	5817	143	801	68	4080	5.819E+11	1433	-3250	450	500.5726005
1666	4827	134	711	67	4235	3.681E+11	1340	-3150	450	417.6425041
1667	4798	155	694	75	3995	4.045E+11	1455	-3050	450	343.9150974
1668	3625	166	681	75	4036	4.46E+11	1609	-2950	450	286.5601262
1669	3470	196	583	79	4055	3.297E+11	1697	-2850	450	240.3129031
1670	3812	184	553	82	3607	2.016E+11	1469	-2750	450	217.2073882
1671	2057	198	468	85	3648	2.371E+11	1663	-2650	450	199.3664352
1672	1983	215	366	91	3692	1.638E+11	1793	-2550	450	139.3874938
1673	3371	201	481	93	3625	1.716E+11	1730	-2450	450	48.61397396
1674	4120	191	595	98	3341	3.66E+11	1597	-2350	450	50.43664579
1675	3885	196	656	107	3137	3.05E+11	1585	-2250	450	119.5089259
1676	4373	205	730	109	2985	4.157E+11	1662	-2150	450	135.9000571
1677	4984	219	779	113	2801	4.27E+11	1711	-2050	450	167.8202977
1678	4948	229	740	117	2949	4.962E+11	1621	-1950	450	211.675869
1679	4627	225	734	120	3002	5.766E+11	1814	-1850	450	284.3235439
1680	5772	222	809	120	3086	5.49E+11	1771	-1750	450	369.9636221
1681	6155	202	937	121	3115	5.191E+11	1631	-1650	450	461.4176913
1682	7006	198	1162	116	2727	6.317E+11	1632	-1550	450	555.8232542
1683	7387	204	1227	112	2589	6.757E+11	1670	-1450	450	528.3248264
1684	8674	206	1281	109	2467	6.549E+11	1661	-1350	450	428.3673451
1685	8142	209	1288	99	1805	6.408E+11	1653	-1250	450	328.4098638
1686	7314	216	1224	89	1456	5.986E+11	1643	-1150	450	228.4523825
1687	6650	231	1128	88	1389	7.249E+11	1708	-1050	450	128.4949012
1688	6781	227	1083	88	1227	5.788E+11	1666	-950	450	28.53741995
1689	6328	210	1008	88	1074	7.029E+11	1549	-850	450	71.42006134
1690	6747	220	1112	78	1027	75060000000	1554	-750	450	98.60351267
1691	6961	223	1152	74	852	6.03E+11	1530	-650	450	91.47995886
1692	7276	218	1203	70	598	78280000000	1553	-550	450	111.6446357
1693	8332	203	1366	61	451	6.7E+11	1606	-450	450	118.4069483
1694	11246	205	1363	56	349	6.372E+11	1631	-350	450	115.9996143
1695	11041	178	1451	46	281	7.353E+11	1472	-250	450	114.1264556
1696	7597	200	1386	26	286	5.377E+11	1428	-150	450	113.5465701
1697	9348	185	1374	25	293	73210000000	1548	-50	450	112.9666846
1698	8716	217	1502	26	217	9.043E+11	1565	50	450	112.3852342
1699	8888	240	1566	27	304	1.056E+12	1765	150	450	111.8019011
1700	9430	236	1736	36	683	1.07E+12	1748	250	450	111.2185681
1701	9827	242	1734	43	839	1.015E+12	1733	350	450	22.57085813
1702	8542	247	1598	51	906	7.515E+11	1815	450	450	77.41186042
1703	8048	244	1534	58	937	7.867E+11	1830	550	450	177.394579
1704	6100	259	1243	71	1074	5.706E+11	1926	650	450	277.3772975
1705	5481	266	1110	78	1187	5.259E+11	1957	750	450	361.8666408
1706	4754	271	1019	85	1269	4.481E+11	2008	850	450	441.6988539
1707	4414	276	921	99	1254	3.947E+11	2035	950	450	528.439485
1708	4166	276	852	103	1247	3.86E+11	2045	1050	450	593.9640523
1709	3638	277	783	105	1391	3.977E+11	2074	1150	450	493.9766683
1710	3399	279	718	107	1624	3.086E+11	2099	1250	450	393.9892842
1711	3083	268	585	116	2000	2.286E+11	2074	1350	450	294.0019002
1712	2137	267	474	125	2334	1.371E+11	2043	1450	450	194.0145162
1713	1724	266	380	134	2649	93530000000	2046	1550	450	94.02713223
1714	1013	268	204	165	2702	69660000000	2083	1650	450	5.960251781
1715	689	268	161	177	3001	43100000000	2106	1750	450	43.10612661
1716	527	270	125	184	3452	29950000000	2132	1850	450	103.7055621
1717	326	274	67	199	4339	27870000000	2190	1950	450	199.0037096
1718	177	274	47	200	4763	29880000000	2231	2050	450	297.4056308
1719	118	272	31	188	5148	26550000000	2235	2150	450	396.6077937
1720	50	266	11	169	5740	24850000000	2222	2250	450	496.130401
1721	24	259	7	126	5927	20870000000	2140	2350	450	595.8128965
1722	14	255	4	73	6073	19250000000	2102	2450	450	695.5865442
1723	6	251	1	23	6291	16520000000	2058	2550	450	795.4170436
1724	0	248	0	0	6380	17390000000	2024	2650	450	895.2853769
1725	0	232	0	0	6479	20400000000	1961	2750	450	995.180154
1726	5151	164	818	64	3266	7.235E+11	1331	-3350	550	552.9130091
1727	5381	170	776	69	3414	5.081E+11	1471	-3250	550	457.7860418
1728	6175	165	853	69	3254	5.412E+11	1414	-3150	550	365.2675635
1729	6651	151	915	69	3140	4.113E+11	1350	-3050	550	277.9797221
1730	6556	164	914	71	3191	4.761E+11	1383	-2950	550	202.7931429
1731	5367	162	900	76	3033	4.05E+11	1455	-2850	550	151.4131446
1732	4539	213	684	82	3253	4.566E+11	1606	-2750	550	118.0373245
1733	2738	211	828	84	2840	6.44E+11	1516	-2650	550	105.748419
1734	2491	222	438	93	3590	2.431E+11	1712	-2550	550	58.45707365
1735	3592	213	550	95	3471	3.111E+11	1740	-2450	550	2.01271952
1736	4176	201	621	99	3155	2.693E+11	1641	-2350	550	77.57515096
1737	4474	185	703	105	2983	3.555E+11	1571	-2250	550	171.4400886
1738	4701	191	748	106	2974	3.722E+11	1660	-2150	550	231.984783
1739	5361	184	820	106	2838	5.153E+11	1590	-2050	550	262.5889541
1740	4868	217	776	121	2977	5.689E+11	1556	-1950	550	296.9703503
1741	4032	244	726	125	3045	5.165E+11	1835	-1850	550	352.4550937
1742	4886	237	881	120	2998	5.338E+11	1821	-1750	550	424.5677769
1743	5170	235	900	121	3027	5.585E+11	1805	-1650	550	506.2519148
1744	6757	192	1071	119	2350	6.179E+11	1577	-1550	550	593.5690401
1745	7004	203	1127	117	2343	6.256E+11	1614	-1450	550	533.6604726
1746	8200	208	1252	114	2239	4.966E+11	1628	-1350	550	434.3158055
1747	8598	207	1385	106	1843	6.649E+11	1644	-1250	550	334.9711384
1748	8433	201	1347	99	1528	6.286E+11	1604	-1150	550	235.6264713
1749	6331	220	1220	97	1272	6.92E+11	1686	-1050	550	136.2818042
1750	5701	251	1106	101	1128	67430000000	1777	-950	550	36.93713716
1751	5128	261	934	95	1023	67350000000	1826	-850	550	31.18402397
1752	7133	229	1071	91	920	7.692E+11	1612	-750	550	1.269124798
1753	6895	214	1089	87	805	6.026E+11	1568	-650	550	6.466531931
1754	6889	218	1032	84	726	6.611E+11	1593	-550	550	18.5119446
1755	6946	207	1163	71	741	5.93E+11	1635	-450	550	18.43592878
1756	6083	194	1036	65	447	6.236E+11	1552	-350	550	16.02859478
1757	5676	203	901	59	366	6.842E+11	1593	-250	550	14.12813697
1758	5447	199	973	46	293	6.097E+11	1612	-150	550	13.54825147
1759	6423	225	1015	37	290	8.803E+11	1626	-50	550	12.96836597
1760	7478	196	1342	31	301	7.495E+11	1729	50	550	12.38693561
1761	7653	229	1377	27	383	1.06E+12	1732	150	550	11.80360254
1762	8431	224	1539	37	735	1.079E+12	1731	250	550	11.22026947
1763	9130	236	1621	45	883	8.092E+11	1700	350	550	10.63693641
1764	8398	244	1559	53	958	7.9E+11	1814	450	550	79.2708903
1765	7634	244	1516	59	1069	7.913E+11	1820	550	550	179.2536088
1766	5695	262	1158	71	1103	5.694E+11	1939	650	550	279.2363274
1767	5105	268	1013	78	1180	5.145E+11	1966	750	550	379.2190459
1768	4478	272	924	86	1228	4.41E+11	1998	850	550	479.2017645
1769	4353	275	888	98	1191	4.353E+11	2021	950	550	544.7206711
1770	4134	274	840	102	1094	3.418E+11	2032	1050	550	595.5524601
1771	3748	276	796	104	1257	3.214E+11	2060	1150	550	495.5650761
1772	3569	279	753	104	1563	2.726E+11	2083	1250	550	395.5776921
1773	3269	263	643	112	1917	2.337E+11	2056	1350	550	295.5903081
1774	2151	265	507	123	2295	1.568E+11	2012	1450	550	195.6029241
1775	1639	268	378	138	2789	95560000000	2027	1550	550	95.61554005
1776	968	274	201	166	2924	63150000000	2088	1650	550	4.371843958
1777	656	274	161	177	3124	39730000000	2124	1750	550	104.359228
1778	513	276	121	184	3494	30450000000	2153	1850	550	171.5016495
1779	312	277	68	200	4375	33770000000	2209	1950	550	241.3720128
1780	172	278	48	212	4817	30110000000	2248	2050	550	327.2737102
1781	114	277	31	198	5237	21220000000	2260	2150	550	419.4707549
1782	44	269	10	166	5833	18690000000	2247	2250	550	514.5904653
1783	20	263	6	106	5974	21590000000	2151	2350	550	609.1927127
1784	12	257	3	61	6086	24400000000	2103	2450	550	689.682541
1785	4	254	1	21	6276	27650000000	2046	2550	550	774.7310846
1786	0	252	0	0	6352	23460000000	2027	2650	550	862.9915987
1787	0	238	0	0	6444	19340000000	1978	2750	550	953.572622
1788	5951	182	838	61	2612	4.652E+11	1370	-3250	650	413.107947
1789	6622	181	843	64	2697	4.282E+11	1413	-3150	650	334.2009934
1790	9028	178	1098	68	2837	4.626E+11	1339	-3050	650	237.1936811
1791	6618	194	979	70	2887	4.092E+11	1468	-2950	650	141.8456573
1792	4545	202	824	74	2948	3.88E+11	1428	-2850	650	63.02795747
1793	3157	224	508	79	3356	2.458E+11	1665	-2750	650	18.86726083
1794	2638	226	512	84	3278	3.302E+11	1667	-2650	650	6.021578843
1795	3008	226	543	91	3331	3.13E+11	1782	-2550	650	1.364716706
1796	3772	221	594	92	3433	5.087E+11	1777	-2450	650	75.62024124
1797	4607	200	797	94	3109	3.247E+11	1584	-2350	650	135.7296352
1798	4982	179	765	100	2914	2.768E+11	1500	-2250	650	210.1854137
1799	4931	180	784	102	2796	4.079E+11	1578	-2150	650	299.8887834
1800	5660	182	892	106	2853	5.72E+11	1529	-2050	650	357.3576105
1801	5162	218	799	127	3020	4.178E+11	1525	-1950	650	389.3277596
1802	4727	236	771	127	2907	4.866E+11	1869	-1850	650	433.1389021
1803	5572	221	1018	118	2693	5.472E+11	1701	-1750	650	493.6015727
1804	4902	224	978	118	2610	6.322E+11	1774	-1650	650	565.3987236
1805	6808	207	980	117	2477	4.41E+11	1604	-1550	650	644.4347994
1806	6915	196	1053	117	2316	6.206E+11	1553	-1450	650	545.0901323
1807	7674	200	1138	115	2233	5.692E+11	1605	-1350	650	445.7454652
1808	7891	206	1276	107	2010	6.233E+11	1659	-1250	650	346.4007981
1809	8053	199	1252	102	1653	5.949E+11	1636	-1150	650	247.3146202
1810	6326	202	1192	100	1219	5.742E+11	1634	-1050	650	149.4507079
1811	5990	227	1085	100	1171	6.82E+11	1823	-950	650	59.215765
1812	5290	258	962	95	1175	7.002E+11	1837	-850	650	59.40719353
1813	6389	244	1073	91	990	6.588E+11	1716	-750	650	96.06526308
1814	6133	231	1047	90	947	7.195E+11	1650	-650	650	104.4130227
1815	6106	226	984	88	925	6.417E+11	1670	-550	650	71.28208345
1816	6192	217	1005	75	621	7.673E+11	1682	-450	650	28.34835231
1817	5958	209	961	69	413	6.772E+11	1588	-350	650	1.449418829
1818	6399	210	1036	66	297	6.727E+11	1569	-250	650	62.21021411
1819	6061	201	1007	55	334	7.594E+11	1602	-150	650	86.45006718
1820	5104	207	845	45	430	6.368E+11	1645	-50	650	87.02995269
1821	6831	215	993	41	501	1.01E+12	1653	50	650	87.61136299
1822	5671	223	1241	41	667	9.281E+11	1726	150	650	88.19469606
1823	7444	229	1136	46	1044	9.037E+11	1733	250	650	88.77802913
1824	7492	244	1215	51	1157	6.569E+11	1696	350	650	89.36136219
1825	6395	248	1242	59	1225	6.987E+11	1871	450	650	119.6838613
1826	5779	260	1149	65	1223	6.212E+11	1933	550	650	200.5498844
1827	4867	272	953	71	1174	5.325E+11	1977	650	650	293.4557644
1828	4591	271	889	75	1074	4.673E+11	1972	750	650	353.868019
1829	4165	270	831	83	982	6.79E+11	1952	850	650	404.4020487
1830	4081	276	813	96	1245	5.004E+11	1986	950	650	471.0195952
1831	3991	278	805	100	1388	4.375E+11	2004	1050	650	547.8849343
1832	3813	279	800	101	1499	3.838E+11	2032	1150	650	497.1534839
1833	3587	276	738	104	1525	2.859E+11	2021	1250	650	397.1660999
1834	3420	268	656	111	1648	2.453E+11	1957	1350	650	297.1787159
1835	2027	271	510	127	1973	1.752E+11	1976	1450	650	197.1913319
1836	1518	278	344	149	2550	92810000000	2029	1550	650	97.20394787
1837	952	283	198	170	3040	72870000000	2095	1650	650	2.783436134
1838	672	281	156	172	3248	42550000000	2116	1750	650	102.7708201
1839	539	278	120	179	3573	48140000000	2116	1850	650	202.7582041
1840	336	283	68	199	4409	50640000000	2177	1950	650	269.0930238
1841	180	289	48	221	4835	34750000000	2274	2050	650	332.6091931
1842	117	288	31	204	5232	26270000000	2295	2150	650	393.9227354
1843	42	273	9	174	5753	14480000000	2261	2250	650	468.7444586
1844	19	266	5	91	5862	9514437632	2148	2350	650	551.6045808
1845	9	260	3	46	5960	13640000000	2085	2450	650	639.3855329
1846	5	256	1	14	6155	18550000000	1995	2550	650	730.3150729
1847	0	258	0	0	6252	17120000000	2025	2650	650	823.3506858
1848	0	241	0	0	6372	20200000000	2010	2750	650	917.8521656
1849	3684	231	709	64	2984	3.869E+11	1663	-2850	750	18.89775996
1850	2588	240	502	80	3296	3.438E+11	1768	-2750	750	72.13575406
1851	2431	242	442	89	3101	3.284E+11	1798	-2650	750	93.15964793
1852	3033	238	563	95	3068	4.494E+11	1776	-2550	750	101.0915568
1853	3336	228	633	92	3086	4.746E+11	1788	-2450	750	131.5908061
1854	2984	211	700	95	3078	3.566E+11	1694	-2350	750	209.2268094
1855	3868	193	701	99	3100	1.963E+11	1681	-2250	750	276.1951832
1856	5578	173	831	99	2772	4.366E+11	1487	-2150	750	349.3410275
1857	4010	189	843	107	2865	3.608E+11	1595	-2050	750	433.3526598
1858	3967	216	712	124	2980	4.226E+11	1709	-1950	750	484.0465075
1859	3898	239	715	127	2770	5.162E+11	1915	-1850	750	520.5708635
1860	6572	218	1099	115	2536	5.39E+11	1680	-1750	750	571.8629451
1861	5945	218	1098	114	2497	5.636E+11	1695	-1650	750	634.8704058
1862	4545	241	855	112	2764	5.856E+11	1903	-1550	750	659.070671
1863	4889	233	903	114	2575	4.462E+11	1872	-1450	750	561.7340493
1864	6617	205	1025	115	2308	5.187E+11	1635	-1350	750	465.5278024
1865	7002	209	1162	111	1970	4.292E+11	1626	-1250	750	371.3315601
1866	6520	208	1094	106	1576	5.762E+11	1618	-1150	750	281.1727588
1867	5897	198	1012	102	1139	5.396E+11	1562	-1050	750	200.5719646
1868	5451	202	966	99	1191	6.947E+11	1609	-950	750	146.2877497
1869	5188	244	943	95	1289	6.171E+11	1794	-850	750	150.2368079
1870	5460	243	989	93	1115	5.957E+11	1807	-750	750	192.344973
1871	5620	238	1011	91	1121	6.365E+11	1803	-650	750	202.3595135
1872	5018	232	983	88	1140	7.189E+11	1778	-550	750	161.0753322
1873	5151	225	926	76	713	6.681E+11	1736	-450	750	123.8056351
1874	6341	219	998	69	477	5.544E+11	1613	-350	750	79.21108547
1875	11352	218	1197	64	364	84800000000	1563	-250	750	5.5869222
1876	12376	211	1663	56	398	7.59E+11	1546	-150	750	67.8649167
1877	8433	215	1317	49	517	6.37E+11	1600	-50	750	123.5200017
1878	7180	216	1070	39	534	8.821E+11	1613	50	750	187.6096616
1879	7005	225	1181	41	657	7.56E+11	1724	150	750	188.1929947
1880	7072	242	1214	45	982	8.516E+11	1760	250	750	188.7763277
1881	7029	243	1288	53	1172	7.738E+11	1815	350	750	189.3596608
1882	5516	258	1153	57	1507	6.906E+11	1979	450	750	205.4768683
1883	4748	266	1056	63	1404	5.25E+11	2010	550	750	220.974454
1884	4461	276	898	68	1252	5.273E+11	2011	650	750	228.1293106
1885	4540	275	886	72	1184	3.752E+11	1974	750	750	265.2572798
1886	4489	275	869	80	1140	3.853E+11	1952	850	750	329.6662958
1887	4153	277	820	94	1326	2.781E+11	1969	950	750	408.6542655
1888	3944	279	787	98	1432	4.357E+11	1979	1050	750	495.2946101
1889	3721	280	785	102	1538	3.545E+11	2008	1150	750	498.7024345
1890	3023	280	677	104	1510	3.062E+11	2020	1250	750	398.7137018
1891	2639	274	559	115	1764	1.944E+11	2021	1350	750	298.7249691
1892	1915	277	468	130	2042	1.488E+11	2046	1450	750	198.7362364
1893	1519	280	349	147	2417	96290000000	2068	1550	750	98.7475037
1894	1025	287	209	167	2932	67150000000	2131	1650	750	1.241229011
1895	629	286	155	167	3172	49250000000	2152	1750	750	80.81411218
1896	473	287	112	176	3582	42260000000	2153	1850	750	128.0033455
1897	303	291	63	193	4396	35950000000	2198	1950	750	198.0769588
1898	162	293	45	192	4788	26630000000	2262	2050	750	252.548466
1899	110	293	29	182	5124	27570000000	2276	2150	750	329.1306332
1900	52	274	11	146	5578	15380000000	2220	2250	750	415.7802542
1901	26	266	6	105	5704	11700000000	2111	2350	750	507.3652194
1902	15	256	3	60	5804	17720000000	2033	2450	750	601.6358632
1903	0	260	0	0	6021	23700000000	1979	2550	750	697.5040917
1904	0	259	0	0	6159	24480000000	2013	2650	750	794.3917195
1905	2	240	0	4	6343	19860000000	2005	2750	750	891.9666194
1906	3794	244	645	70	2903	3.784E+11	1694	-2850	850	9.171618473
1907	2861	247	546	83	2967	3.767E+11	1844	-2750	850	102.4461316
1908	2920	246	520	96	2976	2.529E+11	1824	-2650	850	192.3297116
1909	3307	241	624	97	3130	3.946E+11	1812	-2550	850	200.8183969
1910	4836	230	781	90	2974	5.512E+11	1755	-2450	850	218.7510987
1911	8478	225	872	88	2922	8.466E+11	1589	-2350	850	272.6018355
1912	6763	213	1185	93	2678	7.285E+11	1447	-2250	850	347.5219104
1913	10667	209	1641	93	2633	8.938E+11	1548	-2150	850	417.306871
1914	3594	210	1074	109	2494	4.36E+11	1663	-2050	850	489.796283
1915	3270	253	645	117	2641	5.093E+11	1798	-1950	850	570.6625738
1916	4357	258	784	113	2492	5.129E+11	1944	-1850	850	611.8649682
1917	5497	242	939	111	2455	5.746E+11	1894	-1750	850	656.0578812
1918	5566	215	988	111	2593	5.636E+11	1802	-1650	850	711.649596
1919	5305	211	843	119	2344	4.986E+11	1649	-1550	850	687.2173952
1920	5459	204	897	115	2440	5.201E+11	1625	-1450	850	594.5071412
1921	5000	215	879	114	2364	5.138E+11	1684	-1350	850	504.5886778
1922	6791	216	1017	103	2153	6.304E+11	1624	-1250	850	419.2621214
1923	7585	208	1224	95	1718	5.874E+11	1553	-1150	850	341.9820451
1924	7139	193	1319	94	1395	5.535E+11	1551	-1050	850	279.5044041
1925	6073	220	1084	106	1364	6.229E+11	1716	-950	850	243.5029869
1926	4805	228	840	103	1264	5.348E+11	1727	-850	850	245.8957042
1927	4903	232	804	101	1207	4.475E+11	1778	-750	850	282.9361905
1928	5757	230	911	96	1186	5.364E+11	1763	-650	850	294.8819026
1929	4691	230	931	91	1184	5.206E+11	1739	-550	850	250.9777481
1930	5505	235	887	80	896	5.261E+11	1728	-450	850	219.2629179
